#-- A

#-- C
"Caixa/Pacote","Caixa/Pacote"

#-- E
"Envelope","Envelope"

#-- G

#-- I
"Installed Version","Versão instalada"

#-- L

#-- R
"Rolo/Prisma","Rolo/Prisma"

#-- S
"Selecione","Selecione"
